@relation noProbing_imputation

@attribute dataset_id numeric
@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
1514,0.97493,3482022960,15755760,66480,3.613889,0.1,36,10,277,360,1415279.418164,10,18.973666,5001259.468106,10,38.471538,95.97849,45702.374806,10,8.187881,139708.16803,10,1,-0.066629,0,10,1.089234,0,0.1,36,0,10,1301,360,0,0,1300,1,0,0,0,0.999231,0.000769,24.292293,84.98464,4.656872,1086.882829,50.559281,3734.590996,6.739142,19624.052969,127.64154,29115.715124,10.707655,108883.562581,0,43.458438,0,91.111111,94,90.666667,92.222222,32,0,96,92,0,91.777778,10,67.111111,83.777778,37.333333,85.333333,10,20,88.222222,92,78.888889,95.111111,74.666667
1516,0.655172,20438352,309672,4692,1.034091,0.386364,34,4,69,32.94018,12.806818,4,2.510161,412.138534,4,47.755556,11.414468,-27.387247,4,-0.209783,118.369365,4,26,2.386924,-167.034091,4,-2.627674,14.890961,0.181818,16,0,4,91,88,0,0,90,1,0,0,0,0.989011,0.010989,4.60586,-39.778409,-1.280831,44.822032,8.698519,-2.460227,-0.596231,68.283005,15.654913,1.247159,1.233972,146.68145,0,11.86375,0,77.142857,94.285714,0,51.428571,67.619048,0,58.095238,65.714286,0,80.952381,47.619048,63.809524,62.857143,61.904762,64.761905,42.857143,58.095238,62.857143,65.714286,67.619048,81.904762,68.571429
1517,0.695652,1822176,50616,1406,1.93617,0.425532,20,5,38,40.403383,82.659574,5,6.122173,169.17933,5,25.033333,4.848566,8.58156,5,0.073342,18.981014,5,13,-0.804784,-21.12766,5,-5.869723,3.320945,0.106383,5,0,5,91,47,0,0,90,1,0,0,0,0.989011,0.010989,0.63075,-8.101064,-0.462767,5.804292,2.889556,-4.680851,0.296038,11.365276,5.31904,1.069149,0.750843,21.916341,0,6.22328,0,68.888889,75.555556,0,57.777778,48.888889,0,57.777778,57.777778,0,53.333333,68.888889,62.222222,60,51.111111,44.444444,55.555556,62.222222,55.555556,57.777778,53.333333,73.333333,60
1518,0.695652,1822176,50616,1406,1.93617,0.425532,20,4,38,40.403383,82.659574,4,6.122173,169.17933,4,25.033333,4.848566,8.58156,4,0.073342,18.981014,4,13,-0.804784,-21.12766,4,-5.869723,3.320945,0.06383,3,0,4,91,47,0,0,90,1,0,0,0,0.989011,0.010989,0.63075,-8.101064,-0.462767,5.804292,2.889556,-4.680851,0.296038,11.365276,5.31904,1.069149,0.750843,21.916341,0,6.22328,0,62,72,0,52,60,0,60,56,0,56,68,66,64,62,52,50,58,60,56,54,76,46
1519,0.801724,26495496,373176,5256,0.777778,0.615385,72,3,73,61.006804,13.769231,3,6.653483,765.574501,3,48.2,26.069235,-28.193067,3,-1.251955,143.901022,3,23,4.149538,-271.264957,3,-6.623308,11.579643,0.179487,21,0,3,91,117,0,0,90,1,0,0,0,0.989011,0.010989,16.757821,-8.782051,-4.220431,40.102285,23.51742,-2.893162,-2.418141,63.696937,34.696041,1.168803,2.344192,92.149015,0,13.704096,0,89.677419,82.580645,0,60.645161,72.903226,0,75.483871,77.419355,0,83.225806,63.225806,83.225806,79.354839,78.064516,81.290323,64.516129,63.225806,78.064516,80,72.258065,90.322581,80.645161
1520,0.785276,77140896,838488,9114,0.554878,0.286585,47,5,98,80.843846,7.262195,5,7.455195,665.280415,5,60.733333,33.191969,-17.654539,5,-1.450213,125.838848,5,30,3.660172,-170.390244,5,-7.464071,10.427857,0.128049,21,0,5,91,164,0,0,90,1,0,0,0,0.989011,0.010989,21.936154,-8.126524,-4.434384,35.932386,29.591304,-3.783537,-2.459441,56.952274,42.81641,-0.949695,2.261637,85.264761,0,19.159179,0,72.857143,59.52381,0,48.571429,53.333333,0,44.285714,51.428571,0,68.571429,49.52381,57.619048,64.285714,47.142857,57.142857,30.952381,39.047619,57.619048,51.428571,60,74.285714,60.952381
1523,0.993528,9235210000,29791000,96100,0.022581,0.483871,150,3,310,38.068705,117.920655,3,4.317954,37.559027,3,299.833333,7.178752,52.856931,3,1.12169,18.349737,3,279,0.161811,17.542822,3,-0.176835,10.00833,0.193548,60,0,3,7,310,0,0,6,1,0,0,0,0.857143,0.142857,0.208285,24.108226,0.346121,12.490115,0.805394,47.44238,0.638002,15.329811,11.772752,74.852653,1.673921,23.305305,0,15.753307,0,74.666667,81.333333,0,85.555556,84.666667,0,71.333333,85.111111,0,74.444444,78.222222,79.333333,80.222222,76,81.111111,48.888889,78.888889,81.555556,85.111111,81.555556,82.444444,79.777778
1524,0.996764,9235210000,29791000,96100,0.022581,0.677419,210,2,310,38.068705,117.920655,2,4.317954,37.559027,2,299.833333,7.178752,52.856931,2,1.12169,18.349737,2,279,0.161811,17.542822,2,-0.176835,10.00833,0.322581,100,1,2,7,310,0,0,6,1,0.142857,0,0,0.857143,0.142857,0.208285,24.108226,0.346121,12.490115,0.805394,47.44238,0.638002,15.329811,11.772752,74.852653,1.673921,23.305305,0,15.753307,0,77.142857,77.142857,0,85.714286,85.274725,84.615385,79.78022,85.054945,73.406593,78.681319,80.43956,79.78022,78.461538,74.725275,80,68.131868,77.362637,82.197802,84.835165,78.681319,83.516484,80.659341
1525,0.927589,0,5648076,1412019,0.00055,0.404142,2205,4,1687,38.06886,1.290307,4,5.01475,0.6267,4,1262,20.919999,0.985788,4,3.381803,0.484647,4,837,3.771139,0.681269,4,1.748856,0.342594,0.060117,328,0,4,3,5456,0,0,2,1,0,0,0,0.666667,0.333333,3.771139,0.681269,1.748856,0.342594,20.919999,0.985788,3.381803,0.484647,38.06886,1.290307,5.01475,0.6267,0,601.040764,0,99.926426,90.790926,58.087063,99.828326,91.771919,0,76.615573,99.742489,0,98.651134,96.652361,99.717964,99.926426,81.888412,100,40.465972,78.969957,100,99.95095,99.95095,100,100
1526,0.927589,4292976897909,5129004657,3040311,0.000916,0.404142,2205,4,1779,38.06886,1.881819,4,5.01475,0.82175,4,1503,12.355498,1.281771,4,2.536394,0.588394,4,837,0.490633,0.681269,4,0.956202,0.342594,0.060117,328,0,4,5,5456,0,0,4,1,0,0,0,0.8,0.2,1.310759,0.829374,1.154365,0.397579,5.43125,1.281998,2.087312,0.594616,30.324485,1.733941,4.367505,0.772988,0,445.729365,0,99.901901,88.877989,58.503985,99.840589,95.671367,0,76.689148,99.767014,0,97.204169,97.596567,99.717964,99.914163,81.888412,100,40.465972,78.969957,100,99.963213,99.95095,100,100
1527,0.948016,5070562290,1014112458,1296819,0.00123,0.907749,2952,5,1619,2.495721,507.434194,5,1.607413,296.798002,5,1067.333333,0.017506,335.919496,5,0.550009,195.434218,5,782,-1.23711,0.43438,5,0.014205,0.082661,0.017835,58,0,5,4,3252,0,0,3,1,0,0,0,0.75,0.25,-1.23711,0.43438,0.014205,0.082661,-1.206095,499.889914,0.028408,289.421993,2.495721,507.434194,1.607413,296.798002,0,477.85179,0,91.590909,91.528926,50.103306,91.714876,92.417355,0,91.363636,91.77686,0,96.61157,94.524793,91.797521,92.933884,92.045455,93.946281,91.322314,91.322314,94.049587,93.533058,93.078512,97.479339,96.652893
1528,0.947596,5109596880,1021919376,1296852,0.002465,0.906346,1471,5,1613,2.415693,505.67899,5,1.595973,297.089918,5,1068.333333,-0.005686,335.81562,5,0.543409,194.881383,5,788,-1.237386,0.435771,5,0.009671,0.085355,0.017868,29,0,5,4,1623,0,0,3,1,0,0,0,0.75,0.25,-1.237386,0.435771,0.009671,0.085355,-1.195364,501.332101,0.024584,287.468877,2.415693,505.67899,1.595973,297.089918,0,471.763005,0,91.375,91.125,57.125,91.875,92.166667,0,91.666667,92.125,0,89,91.625,91.5,92,91.416667,90.791667,91.666667,91.666667,91.208333,92.125,91.291667,91.583333,88.125
1529,0.944079,4438874250,887774850,1160490,0.00263,0.900066,1369,5,1515,2.207481,503.732413,5,1.540119,296.7459,5,1015.333333,-0.076053,334.906626,5,0.528198,194.954858,5,765,-1.240244,0.435853,5,0.004339,0.08327,0.019066,29,0,5,4,1521,0,0,3,1,0,0,0,0.75,0.25,-1.240244,0.435853,0.004339,0.08327,-1.195396,500.551611,0.040137,288.035403,2.207481,503.732413,1.540119,296.7459,0,432.724316,0,90.824053,90.64588,48.151448,91.403118,91.091314,0,91.091314,91.447661,0,87.750557,90.868597,90.824053,90.690423,90.690423,89.933185,91.091314,91.091314,90.512249,91.447661,91.135857,90.423163,88.062361
1530,0.944518,4611447180,922289436,1185462,0.00264,0.90099,1365,5,1514,1.99603,505.172937,5,1.483493,297.135809,5,1025,-0.143247,335.839107,5,0.507239,194.651354,5,778,-1.244046,0.436134,5,0.001787,0.083807,0.019142,29,0,5,4,1515,0,0,3,1,0,0,0,0.75,0.25,-1.244046,0.436134,0.001787,0.083807,-1.181725,501.908251,0.036438,286.734445,1.99603,505.172937,1.483493,297.135809,0,423.493802,0,91.479821,90.807175,49.55157,91.479821,91.704036,0,91.479821,91.434978,0,87.713004,91.300448,91.479821,91.255605,91.165919,91.121076,91.479821,91.479821,90.852018,91.434978,91.165919,91.390135,88.251121
1531,0.979459,48020586300,9604117260,9671820,0.000393,0.962166,9791,5,9740,8.973919,516.428656,5,1.683195,289.424399,5,3908.666667,2.201394,343.826871,5,0.546386,191.833282,5,993,-1.184905,0.405828,5,-0.023516,0.057453,0.002555,26,0,5,4,10176,0,0,3,1,0,0,0,0.75,0.25,-1.184905,0.405828,-0.023516,0.057453,-1.184832,514.646128,-0.020521,286.017995,8.973919,516.428656,1.683195,289.424399,0,5050.082805,0,96.802364,96.316481,22.311228,96.815496,96.789232,0,96.388707,96.80893,0,94.596192,96.395272,96.802364,96.690742,96.664478,96.559422,96.388707,96.388707,96.598818,96.80893,96.7761,96.585686,94.64872
1532,0.980594,50165242875,10033048575,10103775,0.000375,0.964098,10285,5,10175,8.656982,516.304181,5,1.642054,288.756253,5,4053.666667,2.097431,343.973554,5,0.530401,191.72261,5,993,-1.189004,0.406788,5,-0.032384,0.057322,0.002437,26,0,5,4,10668,0,0,3,1,0,0,0,0.75,0.25,-1.189004,0.406788,-0.032384,0.057322,-1.175685,515.209693,-0.018467,286.354254,8.656982,516.304181,1.642054,288.756253,0,5301.230172,0,96.93609,96.359649,24.053885,97.017544,97.036341,0,96.616541,97.017544,0,94.893484,96.616541,96.93609,96.804511,96.93609,96.691729,96.616541,96.616541,96.622807,97.017544,96.923559,96.754386,94.661654
1533,0.980164,49060867995,9812173599,9881343,0.000385,0.963412,10006,5,9951,8.262032,515.935105,5,1.595959,288.323711,5,3979,1.966804,343.466234,5,0.519187,191.632333,5,993,-1.190045,0.407174,5,-0.027411,0.057881,0.002407,25,0,5,4,10386,0,0,3,1,0,0,0,0.75,0.25,-1.190045,0.407174,-0.027411,0.057881,-1.171575,514.056422,-0.010986,286.515409,8.262032,515.935105,1.595959,288.323711,0,5171.903711,0,96.776062,96.248391,23.487773,96.872587,96.853282,0,96.525097,96.872587,0,94.710425,96.525097,96.776062,96.705277,96.782497,96.615187,96.525097,96.525097,96.583012,96.872587,96.698842,96.679537,94.761905
1534,0.979488,48118297500,9623659500,9691500,0.000393,0.962218,9805,5,9750,8.446535,515.497056,5,1.631399,288.824086,5,3912.333333,2.027185,343.316009,5,0.53086,191.638031,5,993,-1.187479,0.406811,5,-0.022715,0.058082,0.002552,26,0,5,4,10190,0,0,3,1,0,0,0,0.75,0.25,-1.187479,0.406811,-0.022715,0.058082,-1.177501,514.044161,-0.016105,286.031926,8.446535,515.497056,1.631399,288.824086,0,5055.567657,0,96.917022,96.359462,30.429649,96.956379,96.831748,0,96.425057,96.917022,0,94.758937,96.425057,96.917022,96.608724,96.707117,96.556248,96.425057,96.425057,96.398819,96.917022,96.726796,96.621843,94.680223
1535,0.978674,47088769995,9417753999,9484143,0.0004,0.960957,9599,5,9551,9.017072,515.875063,5,1.676713,289.182863,5,3845.666667,2.22038,343.640826,5,0.544812,191.543444,5,993,-1.181595,0.40521,5,-0.021445,0.057259,0.002603,26,0,5,4,9989,0,0,3,1,0,0,0,0.75,0.25,-1.181595,0.40521,-0.021445,0.057259,-1.174336,514.642206,-0.020831,285.390212,9.017072,515.875063,1.676713,289.182863,0,4940.963604,0,96.641017,96.0455,26.430244,96.580796,96.607561,0,96.286383,96.580796,0,94.580127,96.286383,96.641017,96.373369,96.467046,96.373369,96.286383,96.286383,96.26631,96.580796,96.54734,96.420207,94.058213
1536,0.979366,47745664320,9549132864,9626142,0.000395,0.962093,9746,5,9694,8.870825,516.57078,5,1.666655,288.936901,5,3893,2.168614,343.917997,5,0.53954,191.691416,5,992,-1.187224,0.405916,5,-0.024882,0.05749,0.002567,26,0,5,4,10130,0,0,3,1,0,0,0,0.75,0.25,-1.187224,0.405916,-0.024882,0.05749,-1.177759,514.777295,-0.023152,286.079858,8.870825,516.57078,1.666655,288.936901,0,5023.813392,0,96.839327,96.351039,25.133619,96.918509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,0.983546,126731947725,25346389545,25525065,0.00014,0.974464,27895,5,25705,6.433319,510.83501,5,1.536889,287.194661,5,9230.333333,1.359038,338.701652,5,0.511485,189.993791,5,993,-1.19523,0.411356,5,-0.00242,0.060021,0.00248,71,0,5,4,28626,0,0,3,1,0,0,0,0.75,0.25,-1.19523,0.411356,-0.00242,0.060021,-1.160976,504.85859,-0.000014,282.726691,6.433319,510.83501,1.536889,287.194661,0,14267.479852,0,97.664608,97.005011,47.14369,97.611001,97.631978,0,97.506118,97.613332,0,96.175271,97.506118,97.63897,97.54341,97.622655,97.57604,97.506118,97.506118,97.562056,97.613332,97.645962,97.592355,95.91656
1538,0.967207,42180097920,8436019584,8504052,0.000457,0.944248,8265,5,8564,1.410473,507.92494,5,1.223082,288.150894,5,3516.333333,-0.325567,338.38075,5,0.41188,192.071225,5,992,-1.20142,0.449917,5,-0.004265,0.092579,0.006398,56,0,5,4,8753,0,0,3,1,0,0,0,0.75,0.25,-1.20142,0.449917,-0.004265,0.092579,-1.185754,506.767394,0.016822,287.970203,1.410473,507.92494,1.223082,288.150894,0,4371.407592,0,94.652406,93.605806,22.024446,94.568373,94.644767,0,94.652406,94.652406,0,90.473644,94.652406,94.652406,94.537815,94.553094,94.415584,94.652406,94.652406,94.59893,94.652406,94.637128,94.293354,90.168067
1539,0.96827,44184810880,8836962176,8908228,0.000436,0.945268,8670,5,8962,1.414212,509.046228,5,1.215253,288.357341,5,3649.333333,-0.325453,338.994211,5,0.408062,192.249395,5,992,-1.203641,0.449162,5,-0.013581,0.090827,0.006106,56,0,5,4,9172,0,0,3,1,0,0,0,0.75,0.25,-1.203641,0.449162,-0.013581,0.090827,-1.186931,507.487244,0.022514,288.300018,1.414212,509.046228,1.215253,288.357341,0,4600.904404,0,94.717668,93.668488,22.462659,94.666667,94.710383,0,94.717668,94.717668,0,91.249545,94.717668,94.717668,94.528233,94.535519,94.462659,94.717668,94.717668,94.484517,94.724954,94.688525,94.455373,90.535519
1540,0.968009,44523330880,8904666176,8985536,0.000431,0.944642,8771,5,9058,1.526611,508.695854,5,1.240837,288.853257,5,3680.333333,-0.291465,338.487092,5,0.419121,192.52681,5,991,-1.207831,0.445229,5,-0.013243,0.0877,0.006247,58,0,5,4,9285,0,0,3,1,0,0,0,0.75,0.25,-1.207831,0.445229,-0.013243,0.0877,-1.193175,506.320194,0.029768,288.639473,1.526611,508.695854,1.240837,288.853257,0,4657.195973,0,94.672426,93.657307,17.87617,94.600432,94.658027,0,94.672426,94.672426,0,91.079914,94.672426,94.672426,94.528438,94.557235,94.449244,94.672426,94.672426,94.550036,94.672426,94.485241,94.334053,90.655148
1541,0.966139,41786075520,8357215104,8424612,0.000462,0.943263,8163,5,8484,1.446508,506.850589,5,1.228597,288.182029,5,3489.666667,-0.314436,337.799743,5,0.415776,192.133748,5,992,-1.205142,0.450188,5,-0.003171,0.09238,0.006471,56,0,5,4,8654,0,0,3,1,0,0,0,0.75,0.25,-1.205142,0.450188,-0.003171,0.09238,-1.184673,506.098452,0.021902,288.126836,1.446508,506.850589,1.228597,288.182029,0,4325.219571,0,94.551777,93.500773,17.97527,94.404946,94.50541,0,94.551777,94.551777,0,90.734158,94.551777,94.551777,94.50541,94.304482,94.358578,94.551777,94.551777,94.474498,94.551777,94.50541,94.366306,90.255023
1542,0.954315,2687359620,537471924,803396,0.003381,0.915469,1083,5,1178,1.318676,535.202874,5,1.278499,283.047464,5,843,-0.336106,339.659738,5,0.411744,188.498326,5,669,-1.192758,0.438216,5,-0.131745,0.080643,0.007608,9,0,5,4,1183,0,0,3,1,0,0,0,0.75,0.25,-1.192758,0.438216,-0.131745,0.080643,-1.134238,483.338123,0.088479,282.366872,1.318676,535.202874,1.278499,283.047464,0,290.191316,0,93.083573,92.161383,16.887608,92.910663,92.622478,0,93.083573,93.083573,0,88.760807,93.083573,93.083573,92.9683,92.795389,92.507205,93.083573,93.083573,92.449568,93.083573,93.14121,92.276657,88.184438
1543,0.949954,2219454675,443890935,694665,0.003704,0.911111,984,5,1077,0.811321,539.677778,5,1.144376,285.391587,5,787,-0.513374,341.810807,5,0.361875,189.57087,5,639,-1.203018,0.447235,5,-0.139666,0.087843,0.007407,8,0,5,4,1080,0,0,3,1,0,0,0,0.75,0.25,-1.203018,0.447235,-0.139666,0.087843,-1.148425,485.307407,0.080914,283.23318,0.811321,539.677778,1.144376,285.391587,0,251.165284,0,92.744479,91.167192,40.694006,92.050473,92.050473,0,92.744479,92.744479,0,88.706625,92.681388,92.744479,92.239748,92.744479,91.230284,92.744479,92.744479,91.293375,92.744479,92.555205,92.050473,88.328076
1544,0.956113,3102123960,620424792,890136,0.003132,0.91621,1170,5,1268,1.691081,538.069695,5,1.356022,285.520834,5,889,-0.222526,341.889038,5,0.431792,189.061683,5,697,-1.231728,0.432972,5,-0.12473,0.077013,0.007048,9,0,5,4,1277,0,0,3,1,0,0,0,0.75,0.25,-1.231728,0.432972,-0.12473,0.077013,-1.126932,487.164448,0.064083,281.587201,1.691081,538.069695,1.356022,285.520834,0,328.233149,0,93.085106,91.808511,22.606383,92.819149,92.606383,0,93.085106,93.085106,0,88.989362,92.712766,93.085106,92.553191,92.978723,91.170213,93.085106,93.085106,92.553191,93.085106,92.978723,92.12766,88.882979
1545,0.955236,3041142825,608228565,880215,0.003195,0.913738,1144,5,1245,1.568335,534.171725,5,1.321114,287.21506,5,881,-0.271579,337.7963,5,0.444378,191.165293,5,691,-1.215362,0.435226,5,-0.12271,0.078521,0.007188,9,0,5,4,1252,0,0,3,1,0,0,0,0.75,0.25,-1.215362,0.435226,-0.12271,0.078521,-1.167709,478.781949,0.134729,286.202297,1.568335,534.171725,1.321114,287.21506,0,315.334743,0,92.934783,91.304348,30.76087,92.663043,92.608696,0,92.934783,92.934783,0,87.880435,93.206522,92.934783,92.663043,92.554348,91.684783,92.934783,92.934783,91.521739,92.934783,92.771739,92.173913,87.5
1546,0.950495,2382542330,476508466,729722,0.003597,0.908273,1010,5,1109,0.99281,530.355216,5,1.195028,284.954885,5,806.666667,-0.451454,338.411471,5,0.399255,188.574747,5,653,-1.204429,0.443045,5,-0.09925,0.084554,0.008094,9,0,5,4,1112,0,0,3,1,0,0,0,0.75,0.25,-1.204429,0.443045,-0.09925,0.084554,-1.142744,484.436151,0.101986,280.684801,0.99281,530.355216,1.195028,284.954885,0,261.840282,0,92.35474,91.253823,33.088685,91.926606,91.865443,0,92.35474,92.35474,0,87.584098,92.35474,92.35474,92.171254,91.987768,91.804281,92.35474,92.35474,92.04893,92.35474,91.926606,91.865443,87.400612
1547,0.621622,16,8,4,0.021,0.741,741,2,2,-0.148126,0.704,2,1.360946,0.500234,2,2,-1.721693,0.468,2,0.149827,0.485808,2,2,-2.003755,0.219,2,-0.895118,0.413776,0.259,259,1,2,21,1000,0,0,20,1,0.047619,0,0,0.952381,0.047619,-1.999468,0.416,-0.094249,0.490976,-1.981404,0.505,-0.020031,0.498851,-1.850673,0.5235,0.341512,0.499968,0,0,0,74.410774,73.063973,73.670034,73.804714,68.619529,74.410774,74.410774,74.074074,73.602694,68.013468,73.063973,74.410774,81.885522,74.410774,70.23569,74.410774,74.410774,78.383838,77.845118,81.077441,78.989899,67.878788
1548,0.438175,16558317291516,9013781868,4716788,0.0404,0.4692,1173,6,2342,0.356933,57622.8136,6,1.282997,20654.214546,3.976744,337.758621,-1.142675,2902.258877,3.976744,0.067367,625.319362,2,2,-2.001599,0.262736,2,-0.653346,0.011307,0.0784,196,9,3,101,2500,0,0,58,43,0.089109,0,0,0.574257,0.425743,-1.435358,0.958244,-0.118573,0.500097,-1.240828,2.2866,0.012461,1.296146,-0.897893,280.9597,0.263091,25.692234,1.422412,560.971723,1.422412,56.536913,55.489933,0,54.09396,52.483221,0,55.114094,57.127517,0,45.234899,42.550336,62.228188,64.697987,46.818792,57.503356,46.979866,56.295302,67.409396,67.194631,73.47651,57.234899,46.228188
1549,0.17223,269801320880,399114380,552790,0.054667,0.22,165,8,745,1.101687,52116.153333,8,1.422457,23983.76179,3.75,239.162162,-0.767087,4179.324021,3.75,-0.027541,1345.856138,2,30,-1.450105,0.293677,2,-1.166365,0.045153,0.076,57,2,8,41,750,0,0,37,4,0.04878,0,0,0.902439,0.097561,-1.189165,0.639166,-0.430882,0.182933,-1.008031,7.11488,-0.150919,1.047711,-0.381606,77.555067,0.398482,11.829995,2.872281,203.038107,2.872281,23.301887,19.150943,0,17.830189,16.415094,0,20.283019,22.075472,0,16.320755,14.528302,23.773585,26.226415,24.245283,18.396226,22.641509,21.603774,16.886792,22.075472,22.735849,25.943396,13.490566
1551,0.180451,23770880000,62720000,160000,0.1025,0.2775,111,8,400,1.335638,52300.405,8,1.35159,24670.874376,3.75,167.459459,-0.763957,4183.004331,3.75,-0.047223,1378.348841,2,30,-1.483194,0.297915,2,-1.310852,0.044264,0.0625,25,2,8,41,400,0,0,37,4,0.04878,0,0,0.902439,0.097561,-1.191042,0.639575,-0.431156,0.18067,-1.070105,7.17325,-0.126424,0.981514,-0.459192,77.275,0.388272,11.954332,2.872281,107.058809,2.872281,28.703704,23.703704,0,18.703704,20.555556,0,25.37037,25.925926,0,16.296296,19.444444,28.518519,37.592593,33.148148,27.777778,29.62963,29.074074,31.666667,25.925926,31.851852,37.407407,21.111111
1552,0.272975,19640922120,128372040,356589,0.011818,0.277273,305,5,843,-0.99659,5201.511818,5,0.346516,1489.74743,3,230.375,-1.380731,1061.532926,3,0.062839,210.24072,2,3,-1.574378,0.382745,2,-0.347975,0.167961,0.139091,153,2,5,13,1100,0,0,8,5,0.153846,0,0,0.615385,0.384615,-1.540761,0.920682,0.022409,0.546701,-1.415146,1.100895,0.073422,0.804075,-1.274558,2462.575173,0.159222,140.706019,1.224745,297.863314,1.224745,31.428571,33.78882,0,32.732919,32.111801,0,35.031056,32.049689,0,30.434783,28.571429,33.043478,36.21118,24.782609,33.78882,27.950311,29.813665,35.900621,37.142857,38.695652,40.434783,31.428571
1553,0.336195,8187550728,55697624,203276,0.018571,0.35,245,3,571,-1.081388,5157.932857,3,0.733261,1429.635765,2.6,176.5,-1.312729,1053.522677,2.6,0.00635,201.165611,2,3,-1.528338,0.400871,2,-0.419314,0.171972,0.305714,214,2,3,13,700,0,0,8,5,0.153846,0,0,0.615385,0.384615,-1.429156,0.964286,-0.299927,0.558318,-1.323476,1.228443,-0.04834,0.822023,-1.184964,2446.6827,0.271956,131.327125,0.547723,208.153789,0.547723,44.951456,43.009709,0,43.300971,39.61165,0,43.980583,42.524272,0,36.990291,38.640777,47.961165,47.864078,43.68932,48.543689,34.951456,42.524272,51.941748,53.203883,47.184466,50.097087,43.592233
1554,0.244489,4069987560,28865160,122310,0.026,0.384,192,5,453,-0.889175,5108.876,5,0.26477,1501.848859,3,145.5,-1.34965,1050.559383,3,0.096737,212.759396,2,3,-1.675309,0.37604,2,-0.296405,0.169109,0.086,43,2,5,13,500,0,0,8,5,0.153846,0,0,0.615385,0.384615,-1.499135,0.892,0.027626,0.528356,-1.390246,1.08438,0.133308,0.789221,-1.217428,2466.393565,0.235917,146.817526,1.224745,163.609291,1.224745,38.591549,38.450704,0,40.422535,36.619718,0,42.112676,40.28169,0,38.450704,30.985915,39.43662,46.478873,40.56338,44.507042,39.43662,39.15493,50.56338,46.619718,53.098592,50.28169,40.28169
